entry_date,entry_price,position,stop_loss,profit_target,trailing_stop,exit_date,exit_price,pnl,exit_reason
2024-09-13 22:30:00,2582.59,LONG,2580.919375,2590.9431250000002,2580.919375,2024-09-13 23:00:00,2580.919375,-0.0646879682799128,Stop Loss
2024-09-16 02:30:00,2579.2,SHORT,2580.33375,2573.53125,2580.33375,2024-09-16 03:00:00,2580.33375,-0.04395742866004822,Stop Loss
2024-09-16 04:00:00,2582.13,LONG,2581.035625,2587.601875,2581.035625,2024-09-16 08:30:00,2587.601875,0.21191322667719004,Profit Target
2024-09-16 11:00:00,2586.91,LONG,2585.07125,2596.1037499999998,2585.07125,2024-09-16 12:30:00,2585.910625,-0.03863199724767668,Stop Loss
2024-09-16 15:00:00,2581.42,SHORT,2583.27,2572.17,2583.27,2024-09-16 15:30:00,2583.27,-0.07166598228881425,Stop Loss
2024-09-17 07:30:00,2576.89,SHORT,2578.645,2568.115,2578.645,2024-09-17 08:30:00,2577.888125,-0.03873370613414127,Stop Loss
2024-09-17 16:30:00,2573.67,SHORT,2576.450625,2559.766875,2576.450625,2024-09-17 17:00:00,2576.450625,-0.10804124071850209,Stop Loss
2024-09-17 17:30:00,2576.42,SHORT,2579.666875,2560.185625,2579.666875,2024-09-17 20:30:00,2566.3093750000003,0.3924292234961613,Stop Loss
2024-09-18 04:00:00,2574.0,LONG,2572.886875,2579.5656249999997,2572.886875,2024-09-18 04:30:00,2572.886875,-0.04324494949494384,Stop Loss
2024-09-18 05:30:00,2573.75,LONG,2572.394375,2580.528125,2572.394375,2024-09-18 07:00:00,2574.5274999999997,0.030208839242338643,Stop Loss
2024-09-18 14:30:00,2577.41,LONG,2575.7275,2585.8224999999998,2575.7275,2024-09-18 16:30:00,2575.8018749999997,-0.06239306125141907,Stop Loss
2024-09-18 18:30:00,2569.68,SHORT,2572.165,2557.255,2572.165,2024-09-18 19:30:00,2572.165,-0.09670464804956755,Stop Loss
2024-09-18 20:00:00,2571.96,SHORT,2574.615,2558.6850000000004,2574.615,2024-09-18 21:00:00,2568.70875,0.12641137498251354,Stop Loss
2024-09-18 22:00:00,2565.53,SHORT,2572.2375,2531.9925000000003,2572.2375,2024-09-18 23:00:00,2556.6275,0.34700432269356213,Stop Loss
2024-09-19 04:00:00,2555.75,SHORT,2557.434375,2547.328125,2557.434375,2024-09-19 05:00:00,2556.9975,-0.048811503472559734,Stop Loss
2024-09-19 14:30:00,2589.38,LONG,2586.93125,2601.6237500000007,2586.93125,2024-09-19 15:30:00,2586.93125,-0.09456897017819008,Stop Loss
2024-09-19 16:30:00,2575.07,SHORT,2578.5800000000004,2557.52,2578.5800000000004,2024-09-19 17:00:00,2578.5800000000004,-0.13630697417935114,Stop Loss
2024-09-19 22:30:00,2588.31,LONG,2586.6875,2596.4225,2586.6875,2024-09-20 04:00:00,2587.33125,-0.03781424945233622,Stop Loss
2024-09-20 07:00:00,2593.41,LONG,2591.961875,2600.6506249999998,2591.961875,2024-09-20 09:30:00,2600.6506249999998,0.2791932243648289,Profit Target
2024-09-20 13:00:00,2608.29,LONG,2605.96875,2619.89625,2605.96875,2024-09-20 14:00:00,2611.091875,0.10742191244072206,Stop Loss
2024-09-20 17:00:00,2613.45,LONG,2610.29625,2629.21875,2610.29625,2024-09-20 20:00:00,2621.27625,0.29946048326924457,Stop Loss
2024-09-23 05:30:00,2625.35,LONG,2623.956875,2632.3156249999997,2623.956875,2024-09-23 06:30:00,2629.1725,0.145599634334478,Stop Loss
2024-09-23 08:30:00,2630.0,LONG,2628.1925,2639.0375,2628.1925,2024-09-23 09:30:00,2628.1925,-0.06872623574144072,Stop Loss
2024-09-23 15:30:00,2627.0,LONG,2624.908125,2637.459375,2624.908125,2024-09-23 17:30:00,2631.8587500000003,0.18495432051771327,Stop Loss
2024-09-23 22:30:00,2626.25,SHORT,2627.444375,2620.2781250000003,2627.444375,2024-09-23 23:00:00,2627.444375,-0.045478343645884295,Stop Loss
2024-09-24 05:30:00,2628.89,LONG,2627.6949999999997,2634.865,2627.6949999999997,2024-09-24 07:00:00,2634.865,0.2272822369897527,Profit Target
2024-09-24 15:30:00,2633.15,LONG,2630.7493750000003,2645.153125,2630.7493750000003,2024-09-24 18:00:00,2645.153125,0.45584660957407386,Profit Target
2024-09-24 20:30:00,2654.02,LONG,2650.701875,2670.610625,2650.701875,2024-09-24 23:30:00,2660.986875,0.26250273170511423,Stop Loss
2024-09-25 03:30:00,2660.77,LONG,2659.444375,2667.3981249999997,2659.444375,2024-09-25 04:00:00,2659.444375,-0.049821104417140355,Stop Loss
2024-09-25 05:00:00,2664.75,LONG,2662.940625,2673.7968749999995,2662.940625,2024-09-25 06:00:00,2667.861875,0.1167792475842032,Stop Loss
2024-09-25 08:00:00,2657.16,SHORT,2659.8043749999997,2643.9381249999997,2659.8043749999997,2024-09-25 10:30:00,2655.39875,0.06628317451715435,Stop Loss
2024-09-25 12:00:00,2655.08,SHORT,2657.1625,2644.6675,2657.1625,2024-09-25 13:00:00,2657.1625,-0.07843454811154398,Stop Loss
2024-09-25 13:30:00,2655.59,SHORT,2657.400625,2646.5368750000002,2657.400625,2024-09-25 14:30:00,2657.286875,-0.06389822977190139,Stop Loss
2024-09-26 08:00:00,2663.3,LONG,2661.7693750000003,2670.9531250000005,2661.7693750000003,2024-09-26 08:30:00,2661.7693750000003,-0.0574709946307165,Stop Loss
2024-09-26 09:30:00,2661.69,LONG,2660.2668750000003,2668.805625,2660.2668750000003,2024-09-26 11:00:00,2668.805625,0.2673348511659851,Profit Target
2024-09-26 19:00:00,2667.49,SHORT,2672.6049999999996,2641.915,2672.6049999999996,2024-09-26 20:00:00,2671.81,-0.16194999793814274,Signal Opposé
2024-09-27 02:30:00,2672.64,LONG,2671.71625,2677.25875,2671.71625,2024-09-27 03:00:00,2671.71625,-0.03456320342432678,Stop Loss
2024-09-27 09:30:00,2665.78,SHORT,2667.7175,2656.0925000000007,2667.7175,2024-09-27 10:30:00,2664.481875,0.04869587887973706,Stop Loss
2024-09-27 11:30:00,2662.62,SHORT,2664.96625,2650.88875,2664.96625,2024-09-27 12:30:00,2662.548125,0.002699408852937744,Stop Loss
2024-09-27 14:00:00,2667.19,LONG,2665.223125,2677.024375,2665.223125,2024-09-27 15:00:00,2665.223125,-0.07374334036945522,Stop Loss
2024-09-27 15:30:00,2670.06,LONG,2667.661875,2682.050625,2667.661875,2024-09-27 16:00:00,2667.661875,-0.08981539740680598,Stop Loss
2024-09-27 20:00:00,2646.01,SHORT,2650.3518750000003,2624.3006250000003,2650.3518750000003,2024-09-27 22:00:00,2649.035625,-0.11434669559071066,Stop Loss
2024-09-30 10:00:00,2659.14,LONG,2657.5049999999997,2667.315,2657.5049999999997,2024-09-30 10:30:00,2657.5049999999997,-0.0614860443602149,Stop Loss
2024-09-30 12:00:00,2650.37,SHORT,2652.7487499999997,2638.4762499999997,2652.7487499999997,2024-09-30 13:30:00,2638.4762499999997,0.44875809792595683,Profit Target
2024-09-30 15:00:00,2637.71,SHORT,2640.491875,2623.800625,2640.491875,2024-09-30 16:00:00,2640.491875,-0.10546553639331568,Stop Loss
2024-09-30 16:30:00,2635.66,SHORT,2638.9,2619.4599999999996,2638.9,2024-09-30 19:00:00,2635.31,0.013279406296711605,Stop Loss
