Timeframe,Total_Trades,Win_Rate,Total_Return,Avg_Win,Avg_Loss,Profit_Factor,Max_Drawdown,Sharpe_Ratio
M5,1052,48.47908745247148,25.03433333586439,0.08137558410516961,-0.030438474228783936,2.5202530608947957,247.0062406189871,315.29007143687824
M15,987,46.504559270516715,52.673970652980735,0.19419994239608654,-0.06919127686304173,2.4445550505957936,89.5677598867954,284.30728484292257
M30,968,49.27685950413223,71.11463260288264,0.23879735214451936,-0.08715214739318349,2.661878947094493,248.93805461320454,310.01860732040853
H1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4,744,48.38709677419355,150.77227098487612,0.6832584053327878,-0.2479186326430404,2.5837297833187702,14.654599009577279,223.73435859497792
D1,523,49.330783938814534,314.6933474431509,2.0138481114393256,-0.773130057766774,2.5359926236129398,68.71470500453084,166.25634257220474
