entry_date,entry_price,position,stop_loss,profit_target,trailing_stop,exit_date,exit_price,pnl,exit_reason
2019-02-12 00:00:00,1307.83,SHORT,1310.7621875,1293.1690624999999,1310.7621875,2019-02-12 08:00:00,1310.7621875,-0.22420249573721773,Stop Loss
2019-02-13 16:00:00,1311.69,LONG,1308.8410000000001,1325.935,1308.8410000000001,2019-02-13 20:00:00,1308.8410000000001,-0.2172007105337338,Stop Loss
2019-02-21 16:00:00,1327.51,SHORT,1331.74225,1306.34875,1331.74225,2019-02-22 12:00:00,1326.66625,0.06355884324788515,Stop Loss
2019-02-28 00:00:00,1318.25,SHORT,1321.8339375,1300.3303125,1321.8339375,2019-02-28 08:00:00,1321.71075,-0.2625260762374331,Stop Loss
2019-02-28 16:00:00,1315.1,SHORT,1318.895,1296.1249999999998,1318.895,2019-03-01 20:00:00,1296.1249999999998,1.4428560565736552,Profit Target
2019-03-12 00:00:00,1294.8,LONG,1292.1215,1308.1924999999999,1292.1215,2019-03-13 12:00:00,1308.1924999999999,1.0343296261970905,Profit Target
2019-03-19 00:00:00,1305.79,LONG,1303.2524375,1318.4778124999998,1303.2524375,2019-03-19 20:00:00,1307.3850625000002,0.12215306442845078,Stop Loss
2019-03-20 16:00:00,1301.9,SHORT,1305.3491875,1284.6540625000002,1305.3491875,2019-03-20 20:00:00,1305.3491875,-0.2649349028343098,Stop Loss
2019-03-25 00:00:00,1314.57,LONG,1311.5161249999999,1329.839375,1311.5161249999999,2019-03-26 04:00:00,1319.949125,0.4091927398312877,Stop Loss
2019-04-01 16:00:00,1289.53,SHORT,1293.0369375,1271.9953125,1293.0369375,2019-04-02 16:00:00,1289.2653125000002,0.020525889277473886,Stop Loss
2019-04-04 00:00:00,1291.93,LONG,1289.3656250000001,1304.7518750000002,1289.3656250000001,2019-04-04 12:00:00,1290.0541875,-0.14519459258629844,Stop Loss
2019-04-08 00:00:00,1293.79,LONG,1290.4033749999999,1310.723125,1290.4033749999999,2019-04-08 16:00:00,1300.2425,0.4987285417262539,Stop Loss
2019-04-09 00:00:00,1299.08,LONG,1296.015125,1314.404375,1296.015125,2019-04-11 04:00:00,1307.2933750000002,0.6322455122086608,Stop Loss
2019-04-16 00:00:00,1287.21,SHORT,1290.6323750000001,1270.098125,1290.6323750000001,2019-04-17 04:00:00,1277.4515,0.7581125068947677,Stop Loss
2019-04-18 16:00:00,1273.49,SHORT,1275.6893125,1262.4934375,1275.6893125,2019-04-22 00:00:00,1275.6893125,-0.1726996285797223,Stop Loss
2019-04-22 16:00:00,1274.22,SHORT,1276.437875,1263.130625,1276.437875,2019-04-23 16:00:00,1269.931375,0.3365686459167285,Stop Loss
