entry_date,entry_price,position,stop_loss,profit_target,trailing_stop,exit_date,exit_price,pnl,exit_reason
2025-02-17 19:30:00,2898.71,SHORT,2899.756875,2893.475625,2899.756875,2025-02-17 21:15:00,2897.940625,0.026541979018247928,Stop Loss
2025-02-18 02:30:00,2899.46,LONG,2898.78875,2902.8162500000003,2898.78875,2025-02-18 03:00:00,2898.78875,-0.023150862574406014,Stop Loss
2025-02-18 05:00:00,2908.8,LONG,2906.7000000000003,2919.3,2906.7000000000003,2025-02-18 07:45:00,2912.1000000000004,0.1134488448844947,Stop Loss
2025-02-18 08:00:00,2914.02,LONG,2912.50875,2921.57625,2912.50875,2025-02-18 08:30:00,2912.50875,-0.05186134618156424,Stop Loss
2025-02-18 08:45:00,2913.69,LONG,2912.0825,2921.7275,2912.0825,2025-02-18 09:30:00,2912.151875,-0.05278958983282492,Stop Loss
2025-02-18 12:15:00,2909.8,SHORT,2910.9862500000004,2903.86875,2910.9862500000004,2025-02-18 12:45:00,2909.2956249999997,0.017333665544038646,Stop Loss
2025-02-18 15:30:00,2919.75,LONG,2917.980625,2928.596875,2917.980625,2025-02-18 17:00:00,2928.596875,0.3030011131090053,Profit Target
2025-02-18 20:30:00,2931.94,LONG,2930.794375,2937.668125,2930.794375,2025-02-18 21:00:00,2932.1431249999996,0.006928006712263731,Stop Loss
2025-02-18 21:30:00,2935.24,LONG,2934.1862499999997,2940.50875,2934.1862499999997,2025-02-18 22:15:00,2935.57875,0.011540793938497215,Stop Loss
2025-02-18 23:30:00,2935.14,LONG,2934.295,2939.365,2934.295,2025-02-19 01:15:00,2934.635,-0.01720531218271205,Stop Loss
2025-02-19 02:00:00,2932.65,SHORT,2933.283125,2929.484375,2933.283125,2025-02-19 02:15:00,2933.283125,-0.021588836035661817,Stop Loss
2025-02-19 02:45:00,2929.26,SHORT,2930.1075,2925.0225,2930.1075,2025-02-19 03:00:00,2930.1075,-0.028932221789798596,Stop Loss
2025-02-19 03:30:00,2935.81,LONG,2934.399375,2942.863125,2934.399375,2025-02-19 04:00:00,2936.868125,0.03604201225556212,Stop Loss
2025-02-19 07:30:00,2931.64,LONG,2930.57375,2936.97125,2930.57375,2025-02-19 08:30:00,2933.696875,0.0701612408072007,Stop Loss
