entry_date,entry_price,position,stop_loss,profit_target,trailing_stop,exit_date,exit_price,pnl,exit_reason
2025-05-29 22:30:00,3317.3,SHORT,3318.2206250000004,3312.696875,3318.2206250000004,2025-05-29 23:20:00,3316.1825000000003,0.03368703463659712,Stop Loss
2025-05-29 23:45:00,3317.69,LONG,3317.089375,3320.6931250000002,3317.089375,2025-05-30 01:05:00,3317.089375,-0.018103710714383693,Stop Loss
2025-05-30 01:50:00,3315.15,SHORT,3315.861875,3311.5906250000003,3315.861875,2025-05-30 02:05:00,3314.955,0.005882086783408404,Stop Loss
2025-05-30 02:30:00,3314.76,SHORT,3315.665625,3310.2318750000004,3315.665625,2025-05-30 02:50:00,3315.0,-0.007240343192260728,Stop Loss
2025-05-30 03:30:00,3311.76,SHORT,3312.816875,3306.4756250000005,3312.816875,2025-05-30 03:40:00,3312.816875,-0.031912789574116585,Stop Loss
2025-05-30 03:50:00,3312.07,SHORT,3313.1243750000003,3306.7981250000003,3313.1243750000003,2025-05-30 04:05:00,3313.1243750000003,-0.031834321134522024,Stop Loss
2025-05-30 04:40:00,3312.34,SHORT,3314.591875,3301.080625,3314.591875,2025-05-30 05:35:00,3301.080625,0.33992207925515167,Profit Target
2025-05-30 06:15:00,3298.78,SHORT,3300.2937500000003,3291.2112500000003,3300.2937500000003,2025-05-30 06:30:00,3298.090625,0.0208978773971099,Stop Loss
2025-05-30 06:40:00,3293.77,SHORT,3295.1675,3286.7825,3295.1675,2025-05-30 06:50:00,3293.215,0.016849992561710027,Stop Loss
2025-05-30 07:00:00,3293.06,SHORT,3294.63375,3285.1912499999994,3294.63375,2025-05-30 07:15:00,3293.9674999999997,-0.027557955214900422,Stop Loss
2025-05-30 07:30:00,3293.74,SHORT,3294.7212499999996,3288.83375,3294.7212499999996,2025-05-30 07:45:00,3293.3068749999998,0.013149945047272044,Stop Loss
2025-05-30 07:55:00,3296.27,LONG,3295.339375,3300.923125,3295.339375,2025-05-30 08:00:00,3295.339375,-0.028232669047133993,Stop Loss
2025-05-30 09:20:00,3294.31,SHORT,3296.001875,3285.8506249999996,3296.001875,2025-05-30 09:30:00,3292.7875,0.046216051312719095,Stop Loss
2025-05-30 09:50:00,3300.89,LONG,3299.126875,3309.705625,3299.126875,2025-05-30 10:00:00,3300.11,-0.023629990699470308,Stop Loss
2025-05-30 10:30:00,3295.04,SHORT,3297.074375,3284.868125,3297.074375,2025-05-30 10:45:00,3295.4743750000002,-0.013182692774602822,Stop Loss
2025-05-30 10:55:00,3294.97,SHORT,3296.2193749999997,3288.723125,3296.2193749999997,2025-05-30 11:10:00,3295.233125,-0.007985656925568373,Stop Loss
2025-05-30 11:15:00,3297.82,LONG,3296.24375,3305.70125,3296.24375,2025-05-30 11:50:00,3296.3512499999997,-0.044536997167839806,Stop Loss
2025-05-30 12:10:00,3297.91,LONG,3296.944375,3302.738125,3296.944375,2025-05-30 12:20:00,3297.556875,-0.010707539017124065,Stop Loss
2025-05-30 12:55:00,3295.48,SHORT,3296.548125,3290.139375,3296.548125,2025-05-30 13:00:00,3296.548125,-0.03241181861215306,Stop Loss
2025-05-30 13:15:00,3299.99,LONG,3299.0,3304.9399999999996,3299.0,2025-05-30 13:20:00,3299.0,-0.03000009090935978,Stop Loss
2025-05-30 14:10:00,3293.42,SHORT,3294.60125,3287.51375,3294.60125,2025-05-30 14:50:00,3292.02375,0.04239513939917278,Stop Loss
2025-05-30 15:00:00,3289.98,SHORT,3291.47375,3282.51125,3291.47375,2025-05-30 15:10:00,3290.5793750000003,-0.018218195855301142,Stop Loss
2025-05-30 15:40:00,3304.39,LONG,3300.50125,3323.83375,3300.50125,2025-05-30 16:10:00,3304.564375,0.005277070805808472,Stop Loss
2025-05-30 16:25:00,3294.62,SHORT,3296.854375,3283.4481250000003,3296.854375,2025-05-30 16:35:00,3294.60625,0.00041734706885992193,Stop Loss
2025-05-30 16:40:00,3289.61,SHORT,3292.67375,3274.2912500000007,3292.67375,2025-05-30 17:05:00,3279.98375,0.29262587358380643,Stop Loss
2025-05-30 17:25:00,3283.5,SHORT,3286.550625,3268.246875,3286.550625,2025-05-30 17:50:00,3279.553125,0.12020328917314119,Stop Loss
2025-05-30 18:00:00,3279.83,SHORT,3282.5225,3266.3675000000003,3282.5225,2025-05-30 18:10:00,3282.5225,-0.08209266943713879,Stop Loss
2025-05-30 19:00:00,3289.91,LONG,3288.621875,3296.3506249999996,3288.621875,2025-05-30 19:05:00,3288.621875,-0.039153806639088504,Stop Loss
2025-05-30 19:15:00,3289.59,LONG,3288.296875,3296.055625,3288.296875,2025-05-30 19:30:00,3288.296875,-0.039309610012194386,Stop Loss
2025-05-30 20:10:00,3294.39,LONG,3292.73625,3302.65875,3292.73625,2025-05-30 20:15:00,3292.73625,-0.05019897462048954,Stop Loss
2025-05-30 20:35:00,3293.27,LONG,3291.9449999999997,3299.8950000000004,3291.9449999999997,2025-05-30 20:45:00,3292.57375,-0.021141600901230802,Stop Loss
2025-05-30 21:25:00,3294.5,LONG,3293.55625,3299.21875,3293.55625,2025-05-30 21:35:00,3293.95625,-0.01650478069509237,Stop Loss
2025-05-30 22:15:00,3292.51,SHORT,3293.13,3289.4100000000003,3293.13,2025-05-30 22:20:00,3293.13,-0.01883061858581723,Stop Loss
2025-05-30 22:35:00,3292.98,SHORT,3293.674375,3289.5081250000003,3293.674375,2025-05-30 22:40:00,3293.674375,-0.021086523452922168,Stop Loss
2025-05-30 22:50:00,3294.53,LONG,3293.7206250000004,3298.576875,3293.7206250000004,2025-05-30 23:05:00,3294.0106250000003,-0.01576476766032953,Stop Loss
2025-06-02 01:40:00,3305.69,LONG,3303.25375,3317.8712500000006,3303.25375,2025-06-02 02:15:00,3313.501875,0.2363160187434355,Stop Loss
2025-06-02 03:00:00,3311.5,LONG,3310.55,3316.25,3310.55,2025-06-02 03:30:00,3312.17,0.020232523025821313,Stop Loss
2025-06-02 04:30:00,3307.43,SHORT,3308.8374999999996,3300.3925,3308.8374999999996,2025-06-02 05:00:00,3305.1393749999997,0.06925694572523353,Stop Loss
2025-06-02 05:20:00,3306.62,SHORT,3308.01125,3299.6637499999997,3308.01125,2025-06-02 05:30:00,3308.01125,-0.0420746865379187,Stop Loss
2025-06-02 06:05:00,3305.64,SHORT,3306.75,3300.09,3306.75,2025-06-02 06:20:00,3306.1375,-0.01505003569656543,Stop Loss
2025-06-02 06:25:00,3305.47,SHORT,3306.644375,3299.598125,3306.644375,2025-06-02 06:45:00,3305.3743750000003,0.0028929320187287286,Stop Loss
2025-06-02 07:40:00,3314.6,LONG,3313.674375,3319.228125,3313.674375,2025-06-02 07:55:00,3313.94,-0.01991190490556491,Stop Loss
2025-06-02 08:10:00,3318.67,LONG,3317.36125,3325.21375,3317.36125,2025-06-02 08:15:00,3317.36125,-0.039435978871058146,Stop Loss
2025-06-02 08:25:00,3318.0,LONG,3316.65375,3324.73125,3316.65375,2025-06-02 09:00:00,3324.73125,0.2028707052441175,Profit Target
2025-06-02 09:55:00,3344.36,LONG,3342.3675000000003,3354.3225,3342.3675000000003,2025-06-02 10:15:00,3354.3225,0.2978895812651775,Profit Target
2025-06-02 11:00:00,3355.37,LONG,3353.4762499999997,3364.83875,3353.4762499999997,2025-06-02 11:10:00,3353.8725,-0.04462995139135015,Stop Loss
