Date,Open,High,Low,Close,Volume
2019-01-31 16:00:00,1325.19,1325.33,1319.79,1321.95,13261
2019-01-31 20:00:00,1321.93,1322.36,1318.67,1321.05,5736
2019-02-01 00:00:00,1320.97,1323.46,1316.07,1318.27,88359
2019-02-01 04:00:00,1318.31,1319.08,1317.38,1317.82,4874
2019-02-01 08:00:00,1317.82,1319.76,1316.6,1319.29,5888
2019-02-01 12:00:00,1319.29,1323.44,1317.19,1319.91,9211
2019-02-01 16:00:00,1319.91,1323.32,1316.06,1317.58,11665
2019-02-01 20:00:00,1317.53,1319.37,1316.61,1317.71,5040
2019-02-04 00:00:00,1317.98,1318.98,1308.61,1314.99,82292
2019-02-04 04:00:00,1314.99,1315.57,1312.23,1312.73,4360
2019-02-04 08:00:00,1312.78,1313.6,1310.36,1311.05,4880
2019-02-04 12:00:00,1311.06,1312.37,1309.74,1311.78,5313
2019-02-04 16:00:00,1311.78,1315.12,1308.53,1314.4,9880
2019-02-04 20:00:00,1314.35,1315.25,1311.52,1311.96,4397
2019-02-05 00:00:00,1311.69,1316.78,1310.69,1312.79,78538
2019-02-05 04:00:00,1312.79,1315.31,1312.49,1315.14,3264
2019-02-05 08:00:00,1315.14,1315.14,1310.66,1311.36,5317
2019-02-05 12:00:00,1311.36,1316.77,1310.76,1314.47,7121
2019-02-05 16:00:00,1314.47,1316.61,1312.59,1314.83,8353
2019-02-05 20:00:00,1314.83,1315.4,1313.9,1314.87,3831
2019-02-06 00:00:00,1314.99,1315.74,1305.69,1313.39,78195
2019-02-06 04:00:00,1313.39,1315.63,1312.68,1314.02,3707
2019-02-06 08:00:00,1314.02,1315.6,1312.85,1313.81,4142
2019-02-06 12:00:00,1313.78,1314.84,1311.49,1313.54,4463
2019-02-06 16:00:00,1313.54,1315.13,1311.54,1312.37,7756
2019-02-06 20:00:00,1312.38,1312.39,1305.53,1306.33,5933
2019-02-07 00:00:00,1305.72,1311.89,1302.74,1303.87,90468
2019-02-07 04:00:00,1303.85,1305.02,1302.73,1303.96,3149
2019-02-07 08:00:00,1303.96,1306.54,1303.2,1305.9,4885
2019-02-07 12:00:00,1305.96,1310.19,1305.43,1309.07,6916
2019-02-07 16:00:00,1309.07,1311.9,1306.21,1310.78,10495
2019-02-07 20:00:00,1310.78,1311.42,1309.56,1309.95,5392
2019-02-08 00:00:00,1310.06,1315.58,1307.73,1309.74,79244
2019-02-08 04:00:00,1309.74,1310.17,1308.26,1309.56,3317
2019-02-08 08:00:00,1309.56,1310.18,1307.72,1309.19,4588
2019-02-08 12:00:00,1309.19,1315.03,1309.08,1314.68,5634
2019-02-08 16:00:00,1314.68,1315.39,1311.89,1314.9,8502
2019-02-08 20:00:00,1314.85,1315.6,1313.48,1313.95,3947
2019-02-11 00:00:00,1314.1,1314.8,1303.65,1313.79,82862
2019-02-11 04:00:00,1313.81,1313.9,1310.48,1310.81,3666
2019-02-11 08:00:00,1310.81,1312.22,1306.72,1306.8,5674
2019-02-11 12:00:00,1306.8,1308.11,1304.62,1304.84,6188
2019-02-11 16:00:00,1304.84,1310.33,1303.59,1307.26,8451
2019-02-11 20:00:00,1307.26,1308.99,1307.01,1308.1,3920
2019-02-12 00:00:00,1307.86,1314.7,1306.45,1307.83,90127
2019-02-12 04:00:00,1307.84,1309.29,1307.19,1308.73,4268
2019-02-12 08:00:00,1308.73,1313.81,1308.71,1312.35,5591
2019-02-12 12:00:00,1312.35,1314.68,1311.5,1311.77,5758
2019-02-12 16:00:00,1311.77,1312.37,1308.19,1310.37,8652
2019-02-12 20:00:00,1310.41,1312.66,1310.21,1310.57,4319
2019-02-13 00:00:00,1309.77,1318.1,1304.99,1311.73,92581
2019-02-13 04:00:00,1311.73,1313.59,1311.61,1313.45,3820
2019-02-13 08:00:00,1313.45,1314.19,1311.32,1312.55,4768
2019-02-13 12:00:00,1312.55,1312.55,1307.98,1310.51,6738
2019-02-13 16:00:00,1310.55,1318.11,1309.01,1311.69,13126
2019-02-13 20:00:00,1311.69,1312.36,1304.94,1305.88,5921
2019-02-14 00:00:00,1305.73,1314.33,1302.32,1308.77,93233
2019-02-14 04:00:00,1308.77,1309.31,1307.55,1309.07,4369
2019-02-14 08:00:00,1309.09,1309.72,1305.18,1305.81,6887
2019-02-14 12:00:00,1305.81,1312.63,1302.34,1311.15,9630
2019-02-14 16:00:00,1311.08,1314.31,1307.21,1314.03,13398
2019-02-14 20:00:00,1313.97,1314.03,1310.53,1312.21,4779
2019-02-15 00:00:00,1312.5,1322.54,1311.29,1311.67,95697
2019-02-15 04:00:00,1311.71,1313.05,1311.39,1312.3,3515
2019-02-15 08:00:00,1312.28,1316.02,1312.18,1315.78,6104
2019-02-15 12:00:00,1315.78,1319.18,1315.66,1317.41,9395
2019-02-15 16:00:00,1317.41,1319.9,1314.12,1317.59,12081
2019-02-15 20:00:00,1317.6,1322.57,1317.38,1321.26,5014
2019-02-18 00:00:00,1321.22,1327.59,1315.81,1324.69,63536
2019-02-18 04:00:00,1324.63,1325.23,1322.55,1322.7,4297
2019-02-18 08:00:00,1322.7,1325.09,1321.27,1324.57,5999
2019-02-18 12:00:00,1324.57,1327.61,1323.76,1326.85,5093
2019-02-18 16:00:00,1326.85,1327.32,1325.34,1326.06,5115
2019-02-19 00:00:00,1326.3,1341.77,1322.81,1324.67,99523
2019-02-19 04:00:00,1324.66,1325.39,1323.29,1324.02,4657
2019-02-19 08:00:00,1324.02,1330.01,1322.81,1329.06,7047
2019-02-19 12:00:00,1329.06,1332.51,1328.23,1331.81,7297
2019-02-19 16:00:00,1331.83,1340.93,1331.81,1340.51,12504
2019-02-19 20:00:00,1340.49,1341.81,1339.05,1341.16,5627
2019-02-20 00:00:00,1340.39,1346.67,1336.81,1344.6,108330
2019-02-20 04:00:00,1344.6,1346.66,1341.94,1342.38,5179
2019-02-20 08:00:00,1342.38,1344.6,1341.31,1343.67,6785
2019-02-20 12:00:00,1343.67,1345.29,1342.39,1342.72,7432
2019-02-20 16:00:00,1342.69,1346.07,1342.08,1345.13,10542
2019-02-20 20:00:00,1345.13,1346.3,1336.83,1338.2,9752
2019-02-21 00:00:00,1338.53,1341.43,1321.08,1337.44,116348
2019-02-21 04:00:00,1337.44,1340.85,1337.41,1338.88,5595
2019-02-21 08:00:00,1338.87,1340.4,1332.0,1333.22,9249
2019-02-21 12:00:00,1333.22,1337.32,1333.09,1335.25,9083
2019-02-21 16:00:00,1335.25,1335.91,1327.13,1327.51,11772
2019-02-21 20:00:00,1327.51,1327.51,1320.88,1323.3,6020
2019-02-22 00:00:00,1322.45,1333.04,1321.48,1325.16,103066
2019-02-22 04:00:00,1325.15,1326.31,1324.44,1325.75,4668
2019-02-22 08:00:00,1325.75,1326.99,1322.5,1323.27,6953
2019-02-22 12:00:00,1323.27,1330.03,1321.5,1328.75,8415
2019-02-22 16:00:00,1328.69,1333.05,1327.39,1332.71,11452
2019-02-22 20:00:00,1332.71,1332.86,1327.13,1327.56,5973
2019-02-25 00:00:00,1328.71,1332.49,1325.1,1330.31,100845
2019-02-25 04:00:00,1330.31,1331.74,1329.86,1330.5,4979
2019-02-25 08:00:00,1330.5,1331.84,1327.74,1329.44,5493
2019-02-25 12:00:00,1329.43,1331.09,1325.07,1330.95,7659
2019-02-25 16:00:00,1330.95,1332.51,1325.5,1326.21,11934
2019-02-25 20:00:00,1326.21,1328.43,1325.59,1327.24,4231
2019-02-26 00:00:00,1327.45,1330.12,1323.42,1327.69,98269
2019-02-26 04:00:00,1327.69,1330.15,1327.69,1328.48,4587
2019-02-26 08:00:00,1328.48,1328.97,1324.41,1326.44,6313
2019-02-26 12:00:00,1326.45,1327.74,1323.43,1326.8,6921
2019-02-26 16:00:00,1326.84,1328.99,1323.58,1325.6,11706
2019-02-26 20:00:00,1325.61,1329.49,1325.51,1328.69,4240
2019-02-27 00:00:00,1328.75,1329.84,1316.91,1328.64,85324
2019-02-27 04:00:00,1328.26,1329.38,1326.97,1327.6,2707
2019-02-27 08:00:00,1327.6,1327.74,1325.6,1326.7,5622
2019-02-27 12:00:00,1326.69,1328.76,1325.26,1326.2,6035
2019-02-27 16:00:00,1326.2,1326.21,1316.57,1319.26,10731
2019-02-27 20:00:00,1319.26,1320.65,1317.76,1319.62,4138
2019-02-28 00:00:00,1318.64,1327.21,1312.57,1318.25,82232
2019-02-28 04:00:00,1318.25,1319.23,1318.06,1318.32,3539
2019-02-28 08:00:00,1318.3,1325.56,1318.1,1324.71,7451
2019-02-28 12:00:00,1324.71,1327.22,1320.16,1320.86,9501
2019-02-28 16:00:00,1320.88,1321.79,1312.95,1315.1,14592
2019-02-28 20:00:00,1315.1,1315.6,1312.55,1313.08,5106
2019-03-01 00:00:00,1313.07,1315.17,1290.16,1314.34,95741
2019-03-01 04:00:00,1314.31,1314.32,1311.32,1311.58,4112
2019-03-01 08:00:00,1311.58,1312.14,1306.04,1307.88,8050
2019-03-01 12:00:00,1307.88,1310.55,1304.2,1305.69,7593
2019-03-01 16:00:00,1305.69,1312.14,1298.29,1298.4,13325
2019-03-01 20:00:00,1298.41,1299.73,1290.12,1293.42,8200
2019-03-04 00:00:00,1293.28,1296.99,1282.81,1296.31,99953
2019-03-04 04:00:00,1296.26,1296.96,1293.93,1294.03,4247
2019-03-04 08:00:00,1294.03,1294.72,1286.25,1287.91,8460
2019-03-04 12:00:00,1287.91,1289.51,1285.02,1286.8,8730
2019-03-04 16:00:00,1286.8,1289.71,1282.8,1286.53,10707
2019-03-04 20:00:00,1286.53,1288.45,1286.04,1286.46,4713
2019-03-05 00:00:00,1286.44,1289.51,1281.15,1287.45,96004
2019-03-05 04:00:00,1287.45,1289.55,1286.85,1288.05,5496
2019-03-05 08:00:00,1288.05,1288.99,1283.74,1284.52,6247
2019-03-05 12:00:00,1284.62,1287.73,1283.39,1285.8,7266
2019-03-05 16:00:00,1285.8,1286.67,1281.13,1282.97,11243
2019-03-05 20:00:00,1282.97,1288.34,1282.57,1287.38,4290
2019-03-06 00:00:00,1286.84,1290.86,1283.57,1287.82,99642
2019-03-06 04:00:00,1287.81,1288.49,1285.89,1288.39,4923
2019-03-06 08:00:00,1288.39,1290.86,1285.41,1285.94,5237
2019-03-06 12:00:00,1285.94,1288.44,1284.01,1284.62,8498
2019-03-06 16:00:00,1284.62,1287.62,1283.49,1286.2,9610
2019-03-06 20:00:00,1286.2,1287.52,1285.01,1286.15,4381
2019-03-07 00:00:00,1286.26,1288.95,1280.81,1287.78,96052
2019-03-07 04:00:00,1287.78,1287.89,1284.23,1284.29,4282
2019-03-07 08:00:00,1284.32,1286.93,1280.77,1286.12,6270
2019-03-07 12:00:00,1286.12,1288.99,1282.89,1284.81,9218
2019-03-07 16:00:00,1284.81,1288.4,1282.76,1285.4,12312
2019-03-07 20:00:00,1285.4,1286.37,1284.79,1285.33,4676
2019-03-08 00:00:00,1285.67,1300.61,1284.41,1286.37,105614
2019-03-08 04:00:00,1286.39,1290.67,1285.97,1290.65,5181
2019-03-08 08:00:00,1290.67,1295.77,1289.81,1294.16,7889
2019-03-08 12:00:00,1294.12,1298.99,1291.45,1298.05,10116
2019-03-08 16:00:00,1297.94,1300.69,1295.23,1297.99,13213
2019-03-08 20:00:00,1298.04,1300.64,1297.19,1298.23,4773
2019-03-11 00:00:00,1297.62,1299.05,1290.43,1296.13,97692
2019-03-11 04:00:00,1296.22,1298.63,1295.63,1298.12,3463
2019-03-11 08:00:00,1298.12,1299.04,1295.45,1296.53,5071
2019-03-11 12:00:00,1296.53,1296.91,1293.51,1294.02,8462
2019-03-11 16:00:00,1294.02,1294.17,1290.42,1290.93,8468
2019-03-11 20:00:00,1290.92,1293.87,1290.92,1293.27,3057
2019-03-12 00:00:00,1293.58,1302.16,1291.96,1294.8,98536
2019-03-12 04:00:00,1294.8,1297.37,1294.35,1297.0,4005
2019-03-12 08:00:00,1297.01,1297.21,1294.33,1296.71,5751
2019-03-12 12:00:00,1296.71,1299.55,1295.22,1297.77,8859
2019-03-12 16:00:00,1297.81,1298.62,1296.01,1298.41,6434
2019-03-12 20:00:00,1298.41,1302.19,1298.35,1301.15,3375
2019-03-13 00:00:00,1301.26,1311.2,1300.59,1303.89,96422
2019-03-13 04:00:00,1303.89,1305.78,1303.85,1304.48,3533
2019-03-13 08:00:00,1304.48,1308.27,1303.68,1307.75,5567
2019-03-13 12:00:00,1307.81,1309.37,1305.92,1308.63,8215
2019-03-13 16:00:00,1308.63,1309.31,1306.59,1308.54,7018
2019-03-13 20:00:00,1308.54,1311.19,1308.45,1309.1,3581
2019-03-14 00:00:00,1308.53,1310.31,1292.77,1306.1,107047
