Date,Open,High,Low,Close,Volume
2024-09-13 10:30:00,2565.26,2571.04,2564.66,2569.75,4865
2024-09-13 11:00:00,2569.74,2570.91,2565.91,2566.02,4455
2024-09-13 11:30:00,2566.05,2570.72,2565.68,2569.94,4388
2024-09-13 12:00:00,2569.92,2572.73,2568.04,2570.83,4432
2024-09-13 12:30:00,2570.85,2572.91,2567.01,2568.53,4788
2024-09-13 13:00:00,2568.55,2569.32,2565.85,2566.62,3828
2024-09-13 13:30:00,2566.63,2567.89,2565.63,2567.04,3830
2024-09-13 14:00:00,2567.04,2568.29,2565.92,2566.21,3315
2024-09-13 14:30:00,2566.21,2568.05,2563.65,2567.33,4402
2024-09-13 15:00:00,2567.41,2569.48,2566.03,2569.25,5120
2024-09-13 15:30:00,2569.25,2575.86,2568.43,2575.79,5985
2024-09-13 16:00:00,2575.77,2581.13,2573.4,2576.96,8036
2024-09-13 16:30:00,2576.96,2583.4,2576.03,2577.31,9447
2024-09-13 17:00:00,2577.3,2579.22,2573.12,2577.77,9542
2024-09-13 17:30:00,2577.86,2580.19,2576.39,2578.35,7014
2024-09-13 18:00:00,2578.48,2578.48,2573.7,2577.32,7709
2024-09-13 18:30:00,2577.33,2582.44,2577.12,2582.21,5460
2024-09-13 19:00:00,2582.21,2585.12,2581.22,2582.47,5354
2024-09-13 19:30:00,2582.51,2584.56,2580.05,2584.3,4325
2024-09-13 20:00:00,2584.29,2586.0,2581.94,2582.31,4426
2024-09-13 20:30:00,2582.36,2583.67,2581.46,2582.65,4425
2024-09-13 21:00:00,2582.64,2583.88,2580.76,2583.34,4568
2024-09-13 21:30:00,2583.33,2583.82,2580.66,2582.32,3271
2024-09-13 22:00:00,2582.32,2582.32,2578.63,2581.68,2925
2024-09-13 22:30:00,2581.67,2582.92,2580.84,2582.59,2403
2024-09-13 23:00:00,2582.52,2582.84,2580.43,2580.8,1409
2024-09-13 23:30:00,2580.77,2580.81,2579.71,2580.58,618
2024-09-16 01:00:00,2578.71,2579.53,2577.59,2578.38,1356
2024-09-16 01:30:00,2578.38,2580.41,2578.09,2580.01,1352
2024-09-16 02:00:00,2580.01,2580.3,2578.82,2579.89,1217
2024-09-16 02:30:00,2579.97,2580.28,2578.21,2579.2,2113
2024-09-16 03:00:00,2579.12,2582.31,2578.84,2582.21,1784
2024-09-16 03:30:00,2582.21,2582.27,2580.85,2581.32,1448
