Date,Open,High,Low,Close,Volume
2017-12-29,2684.5,2697.75,2667.5,2667.75,43751
2018-01-02,2674.75,2695.5,2674.25,2693.35,23901
2018-01-03,2693.25,2713.75,2692.0,2708.85,27901
2018-01-04,2710.0,2728.5,2708.25,2724.35,26151
2018-01-05,2724.75,2742.75,2723.5,2742.0,21251
2018-01-08,2741.75,2748.0,2736.25,2746.55,18701
2018-01-09,2746.05,2759.5,2742.5,2749.75,30301
2018-01-10,2749.13,2751.5,2736.25,2750.5,29131
2018-01-11,2749.5,2770.0,2747.5,2768.75,25751
2018-01-12,2768.75,2789.5,2766.5,2789.0,25751
2018-01-15,2790.25,2796.75,2789.88,2794.25,9741
2018-01-16,2794.5,2808.25,2769.0,2782.5,66501
2018-01-17,2782.0,2809.0,2778.75,2803.25,39251
2018-01-18,2803.0,2807.5,2793.5,2796.5,21501
2018-01-19,2796.75,2814.5,2791.5,2813.0,29751
2018-01-22,2803.88,2837.75,2801.75,2835.25,40631
2018-01-23,2835.13,2844.25,2828.5,2838.25,28381
2018-01-24,2837.5,2854.75,2825.25,2840.5,56001
2018-01-25,2839.25,2853.5,2830.5,2842.0,43251
2018-01-26,2841.75,2875.5,2841.0,2874.25,36501
2018-01-29,2874.25,2878.0,2851.25,2852.75,32001
2018-01-30,2853.25,2857.5,2818.25,2822.75,48001
2018-01-31,2822.75,2839.25,2812.75,2826.0,49751
2018-02-01,2829.38,2837.0,2809.25,2823.5,49621
2018-02-02,2827.0,2830.5,2755.0,2756.5,80501
2018-02-05,2755.25,2762.5,2595.5,2617.75,196501
2018-02-06,2621.0,2699.0,2529.25,2683.75,276751
2018-02-07,2685.63,2726.23,2660.25,2667.4,113731
2018-02-08,2664.1,2685.98,2576.73,2595.66,150061
2018-02-09,2593.6,2636.98,2529.98,2620.65,186951
2018-02-12,2625.1,2671.23,2619.73,2651.9,76201
2018-02-13,2652.3,2666.98,2633.98,2662.41,55891
2018-02-14,2662.35,2701.23,2626.73,2695.65,115701
2018-02-15,2694.85,2736.35,2688.23,2734.15,56941
2018-02-16,2733.85,2754.23,2721.98,2735.4,62951
2018-02-19,2735.85,2747.23,2719.23,2728.74,48891
2018-02-20,2728.35,2737.23,2705.48,2714.4,49551
2018-02-21,2714.35,2747.23,2693.23,2697.9,91551
2018-02-22,2698.6,2730.48,2681.85,2713.15,82711
2018-02-23,2712.6,2749.85,2709.48,2745.15,48191
2018-02-26,2751.35,2785.6,2742.48,2783.4,54191
2018-02-27,2783.1,2789.23,2741.73,2746.65,58551
2018-02-28,2746.1,2761.48,2711.73,2718.15,71551
2018-03-01,2718.6,2730.48,2658.23,2679.15,105051
2018-03-02,2678.35,2695.48,2646.73,2689.9,85951
2018-03-05,2682.85,2727.23,2663.48,2718.15,92201
2018-03-06,2718.85,2733.73,2709.98,2723.4,42951
2018-03-07,2694.35,2729.73,2681.23,2722.15,69201
2018-03-08,2722.1,2739.98,2719.73,2737.65,24951
2018-03-09,2736.85,2786.48,2730.98,2782.9,64951
2018-03-12,2783.75,2799.98,2778.73,2782.9,41651
2018-03-13,2782.25,2801.98,2757.98,2763.15,68901
2018-03-14,2766.25,2782.98,2747.98,2754.65,58401
2018-03-15,2754.35,2766.85,2744.73,2757.9,40691
2018-03-16,2757.6,2765.73,2749.98,2754.9,28801
2018-03-19,2755.0,2755.48,2696.73,2722.15,84651
2018-03-20,2721.0,2728.48,2712.48,2723.15,29851
2018-03-21,2723.25,2743.23,2712.23,2717.5,56251
2018-03-22,2718.1,2725.73,2641.5,2646.5,96861
2018-03-23,2645.25,2658.25,2585.73,2596.25,96041
2018-03-26,2594.35,2662.25,2590.73,2659.25,78141
2018-03-27,2659.25,2679.25,2595.73,2612.0,119791
